_id,Name,Office phone,Website,LGA,Address,Suburb,Post code,Facility type,Latitude,Longitude
262,Eromanga Landfill,(07) 4656 0500,http://www.quilpie.qld.gov.au,Quilpie Shire Council,Cooper Development Road,Eromanga,4480,Landfill,-26.654567,143.292033
263,Quilpie Landfill,(07) 4656 0500,http://www.quilpie.qld.gov.au,Quilpie Shire Council,Cemetery Road,Quilpie,4480,Landfill,-26.601308,144.239755
264,Birkdale Waste Transfer Station ,(07) 3829 8999,http://www.redland.qld.gov.au,Redland City Council,555-589 Old Cleveland Road East,Birkdale,4159,Transfer station,-27.508988,153.225306
265,North Stradbroke Island Transfer Station,(07) 3829 8999,http://www.redland.qld.gov.au,Redland City Council,"East Coast Road, Myora",North Stradbroke Island,4184,Transfer station,-27.451365,153.453496
266,Redland Bay Transfer Station,(07) 3829 8999,http://www.redland.qld.gov.au,Redland City Council,761-789 German Church Road,Redland Bay,4165,Transfer station,-27.627586,153.286398
267,Resource Recoveries and Recycling - Mt Cotton,(07) 3206 0022,http://www.rrrecycle.com.au/,Redland City Council,706 Mount Cotton Road,Sheldon,4157,Construction and demolition recycling,-27.576028,153.220818
268,Richmond Waste Disposal Facility,(07) 4741 3277,http://www.richmond.qld.gov.au,Richmond Shire Council,Saleyard Road,Richmond,4822,Landfill,-20.751022,143.137814
269,Alton Downs Waste Management Facility,1300 225 577,http://www.rockhamptonregion.qld.gov.au,Rockhampton Regional Council,1890 Ridgelands Road,Alton Downs,4702,Transfer station,-23.294625,150.32789
270,Bouldercombe Transfer Station,1300 225 577,http://www.rockhamptonregion.qld.gov.au,Rockhampton Regional Council,116 Inslay Avenue,Bouldercombe,4702,Transfer station,-23.554099,150.463658
271,Gracemere Landfill,1300 225 577,http://www.rockhamptonregion.qld.gov.au,Rockhampton Regional Council,Cnr Allen & Lucas Roads,Gracemere,4702,Landfill,-23.46082,150.473453
272,Lakes Creek Road Landfill,1300 225 577,http://www.rockhamptonregion.qld.gov.au,Rockhampton Regional Council,152 Lakes Creek Road,Lakes Creek,4702,Landfill,-23.374593,150.532722
273,Mount Morgan Transfer Station ,1300 225 577,http://www.rockhamptonregion.qld.gov.au,Rockhampton Regional Council,Racecourse / Glenprairie Road,Mt Morgan,4714,Transfer station,-23.658862,150.380213
274,Queensland Metal Recyclers - North Rockhampton,(07) 3386 1477,http://www.qldmetals.com,Rockhampton Regional Council,41 Dooley Street,North Rockhampton,4701,Metal recycling,-23.36127,150.511723
275,Central Waste Management Facility,(07) 5540 5111,http://www.scenicrim.qld.gov.au,Scenic Rim Regional Council,Waste Facility Road,Bromelton,4285,Landfill,-27.973128,152.930575
276,Esk Refuse and Recycling Centre and Landfill,(07) 5424 4000,http://www.somerset.qld.gov.au,Somerset Regional Council,Murrumba Road (3km out off Esk-Kilcoy Road),Coal Creek,4312,Landfill,-27.201886,152.440289
277,Blackbutt Transfer Station,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,D'Aguilar Highway,Blackbutt,4306,Transfer station,-26.893493,152.128352
278,Brigooda Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Proston - Boondooma Road,Brigooda,4613,Landfill,-26.26642,151.378767
279,Cloyna Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Cloyna Road West,Cloyna,4605,Landfill,-26.110964,151.828404
280,Durong Waste Facility ,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Wondai Chinchilla Road,Wondai,4610,Landfill,-26.392118,151.288187
281,Hivesville Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Oberles Road,Hivesville,4613,Landfill,-26.173902,151.699144
282,Kingaroy Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Luck Road,Kingaroy,4610,Landfill,-26.553863,151.792504
283,Kumbia Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au/,South Burnett Regional Council,Kearneys Road,Kumbia,4610,Landfill,-26.690193,151.660099
284,Murgon Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Borcherts Hill Road,Murgon,4605,Landfill,-26.253931,151.979871
285,Nanango Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Finlay Road,Nanango,4615,Landfill,-26.697898,151.99345
286,Proston Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Bereford Road,Proston,4613,Landfill,-26.1692,151.605331
287,Wondai Waste Facility,(07) 4189 9100,http://www.southburnett.qld.gov.au,South Burnett Regional Council,Charlestown Road,Wondai,4606,Landfill,-26.334581,151.859065
288,Allora Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Burges Road,Allora,4362,Transfer station,-28.026808,151.986958
289,Dalveen Landfill,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Old Stanthorpe Road,Dalveen,4370,Landfill,-28.476953,151.980924
290,Forest Springs Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Forest Springs - Goomburra Road,Forest Springs,4370,Transfer station,-27.997738,152.103913
291,Greymare Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Mountain Maid Road,Greymare,4370,Transfer station,-28.217232,151.757679
292,Karara Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Toowoomba Karara Road,Karara,4352,Transfer station,-28.205108,151.561273
293,Killarney Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Killarney Barlows Gate Road,Killarney,4373,Transfer station,-28.351151,152.27689
294,Leyburn Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Donavon Road,Leyburn,4365,Transfer station,-28.028091,151.590412
295,Maryvale Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Whites Road,Maryvale,4370,Transfer station,-28.08124,152.23964
296,Pratten Waste Transfer Station,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Springate Lane,Pratten,4370,Transfer station,-28.080686,151.780542
297,Stanthorpe Waste Management Facility,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Rifle Range Road,Stanthorpe,4380,Landfill,-28.67942,151.938151
298,Wallangarra Waste Transfer Station,1300 697 372,http://www.sdrc.qld.gov.au/council/contact-us,Southern Downs Regional Council,Hines Road,Wallangarra,4383,Transfer station,-28.911461,151.925513
299,Warwick Central Waste Management Facility,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Old Stanthorpe Road,Warwick,4370,Landfill,-28.255077,152.046412
300,Warwick Scrap Metal and Recycling,(07) 4661 7922,"",Southern Downs Regional Council,43 Progress Street,Warwick,4370,Metal recycling,-28.238386,152.03949
301,Yangan Landfill,(07) 4661 0410,http://www.sdrc.qld.gov.au/,Southern Downs Regional Council,Studwick's Road,Yangan,4371,Landfill,-28.226148,152.20424
302,Beerwah Resource Recovery Centre,(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,121 Roberts Road,Beerwah,4519,Transfer station,-26.859784,152.946241
303,Buderim Resource Recovery Centre,(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,Syd Lingard Drive,Buderim,4556,Transfer station,-26.684246,153.098898
304,Caloundra Landfill and Resource Recovery Centre,(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,171 Pierce Avenue,Caloundra,4551,Landfill,-26.786545,153.068502
305,Kenilworth Transfer Station (Council website says: Brooloo Road),(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,Cambroon Lane,Kenilworth,4574,Transfer station,-26.582768,152.721858
306,Mapleton Transfer Station,(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,111 Delicia Road,Mapleton,4560,Transfer station,-26.62595,152.854928
307,Nambour Resource and Recovery Centre/Landfill,(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,26 - 40 Cooney Road,Nambour,4560,Landfill,-26.614702,152.980316
308,Witta Resource Recovery Centre,(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,Cnr Cooke and Witta Roads,Witta,4552,Transfer station,-26.705368,152.826731
309,Yandina Transfer Station,(07) 5475 7272,http://www.sunshinecoast.qld.gov.au/,Sunshine Coast Regional Council,Browns Creek Road,Yandina,4561,Transfer station,-26.547998,152.94127
310,Bassett Barks - Mt Beerwah,(07) 5439 3461,http://www.bassettbarks.com.au/,Sunshine Coast Regional Council ,57 Mt Beerwah Road,Glasshouse Mountains,4518,Organic processing,-26.916841,152.918934
311,"Atherton Transfer Station, Landfill & Recycling Centre",(07) 4043 4758,http://www.trc.qld.gov.au,Tablelands Regional Council,310 Herberton Road,Atherton,4883,Landfill,-17.2914,145.4726
312,Herberton Transfer Station,1300 362 242,http://www.trc.qld.gov.au/,Tablelands Regional Council,Syme Road,Herberton,4887,Transfer station,-17.395188,145.374098
313,Innot Hot Springs Transfer Station & Landfill OR -- is it on the Kennedy highway?,(07) 4043 4758,http://www.trc.qld.gov.au,Tablelands Regional Council,Kennedy Highway,Innot Hot Springs,4872,Landfill,-17.693153,145.217876
314,Malanda Transfer Station,(07) 4095 1200,http://www.trc.qld.gov.au/locations/malanda-transfer-station/,Tablelands Regional Council,228 English Road,Malanda,4885,Transfer station,-17.329717,145.606492
315,Millaa Millaa Transfer Station,(07) 4043 4758,http://www.trc.qld.gov.au,Tablelands Regional Council,Theresa Creek Road,Millaa Millaa,4886,Transfer station,-17.500971,145.616197
316,Mt Garnet Transfer Station,(07) 4043 4758,http://www.trc.qld.gov.au,Tablelands Regional Council,Agate Street,Mt Garnet,4872,Transfer station,-17.675527,145.12187
317,Ravenshoe Transfer Station,(07) 4043 4758,http://www.trc.qld.gov.au,Tablelands Regional Council,Cemetery Street,Ravenshoe,4888,Transfer station,-17.622633,145.470747
318,Yungaburra Transfer Station,(07) 4043 4758,http://www.trc.qld.gov.au,Tablelands Regional Council,Mulgrave Road,Yungaburra,4884,Transfer station,-17.260686,145.57955
319,Beutel Oughtred & Sons - Toowoomba,(07) 4638 4438,"",Toowoomba Regional Council,38 - 72 Griffith Street,Toowoomba,4350,Construction and demolition recycling,-27.531643,151.948903
320,Bringalily Skip Bin Site,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Bringalily Creek Road,Millmerran,4357,Transfer station,-28.098247,151.162623
321,Cecil Plains Keyed Landfill,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Cecil Plains - Cemetery Road,Cecil Plains,4407,Landfill,-27.522391,151.191591
322,Clifton Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Logan Road,Clifton,4361,Landfill,-27.945265,151.902647
323,Cooyar Keyed Landfill,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Cooyar - Mt Binga Road,Cooyar,4402,Landfill,-26.983458,151.854234
324,Crows Nest Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,South Street,Crows Nest,4355,Landfill,-27.26742,152.067395
325,Emu Creek Keyed Landfill  ,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Emu Creek Secondary Road,Emu Creek,4352,Landfill,-27.132044,151.962033
326,Evergreen Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Daffodil Street,Evergreen,4404,Landfill,-27.157286,151.724121
327,Goombungee Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Centenary Road,Goombungee,4354,Landfill,-27.284784,151.835639
328,Greenmount Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Faulkner Road,Greenmount,4359,Landfill,-27.763898,151.927512
329,Jondaryan Waste Management Centre,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,"Warrego Highway, entrace via Grants Road",Jondaryan,4403,Landfill,-27.376646,151.60311
330,Kleinton Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Kleinton School Road,Kleinton,4352,Landfill,-27.413556,151.947723
331,Millmerran Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,3571 Owens Scrub Road,Millmerran,4357,Landfill,-27.906679,151.292522
332,Oakey Waste Facility ,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Lorrimer Street,Oakey,4401,Landfill,-27.439943,151.709047
333,Pittsworth Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Tip Road (Old Gore Highway),Pittsworth,4356,Landfill,-27.720567,151.606754
334,Planet Paints - Toowoomba,(07) 4633 3544,http://www.planetpaints.com.au,Toowoomba Regional Council,7 Allen Court,Torrington,4350,Paint recycling,-27.544188,151.892476
335,Ravensbourne Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Post Office Road,Ravensbourne,4352,Landfill,-27.358929,152.16624
336,Rural Residential No. 2 Skip Bin Site,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Paddys Creek Road,Millmerran,4357,Transfer station,-27.958701,151.013003
337,Toowoomba Waste Management Centre (Bedford Street),131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Bedford Street,Cranley,4350,Landfill,-27.512528,151.923968
338,Transpacific Technical Services - Toowoomba,(07) 4638 3711,http://www.transpacific.com.au,Toowoomba Regional Council,27 - 35 Wilkinson Street,Toowoomba,4350,Transfer station,-27.538853,151.951327
339,Turallin Skip Bin Site,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,Western Creek Road,Millmerran,4357,Transfer station,-27.826618,151.202214
340,Yarraman Waste Facility,131 872,http://www.toowoombarc.qld.gov.au,Toowoomba Regional Council,D'Aguilar Road,Yarraman,4614,Landfill,-26.856433,151.987614
341,Torres SC - Thursday Island Transfer Station,(07) 4069 1336,http://www.torres.qld.gov.au,Torres Shire Council,Waiben Esplanade,Thursday Island,4875,Transfer station,-10.573977,142.220264
342,TSIRC - Badu Island Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Badu Island,4875,Landfill,-10.168626,142.159407
343,TSIRC - Boigu Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Boigu Island,4875,Landfill,-9.232261,142.21378
344,TSIRC - Dauan Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Dauan Island,4875,Landfill,-9.411426,142.530245
345,TSIRC - Erub Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Erub Island,4875,Landfill,-9.589451,143.763119
346,TSIRC - Hammond Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Hammond Island,4875,Landfill,-10.535329,142.226349
347,TSIRC - Kubin Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,"Kubin Community, Moa Island",4875,Landfill,-10.228777,142.21963
348,TSIRC - Mabuiag Island Community Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Mabuiag Island,4875,Landfill,-9.949584,142.195912
349,TSIRC - Masig Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Lawrence's Road,Yorke Island,4875,Landfill,-9.752189,143.401107
350,TSIRC - Mer Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Mer Island,4875,Landfill,-9.917569,144.050574
351,TSIRC - Poruma Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Poroma Island,4085,Landfill,-10.050096,143.076111
352,TSIRC - Saibai Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Saibai Island,4875,Landfill,-9.382774,142.614743
353,TSIRC - St Pauls Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,"St Pauls Community, Mou Island",4875,Landfill,-10.18485,142.318067
354,TSIRC - Ugar Community Council Tig,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Stephen Island,4875,Landfill,-9.508397,143.542665
355,TSIRC - Warraber Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Warraber,4875,Landfill,-10.209728,142.819794
356,TSIRC - Yam Community Council Tip,(07) 4048 6009,http://www.tsirc.qld.gov.au,Torres Strait Island Regional Council,Tip Road,Yam Island,4875,Landfill,-9.898966,142.77564
357,Hervey Range Landfill and Transfer Station,(07) 4773 8335,http://www.townsville.qld.gov.au,Townsville City Council,Hervey Range Road,Bohle Plains,4817,Landfill,-19.316942,146.653265
358,J.J. Richards - Townsville,(07) 3488 9600,http://www.jjrichards.com.au,Townsville City Council,638 Ingham Road,Bohle,4818,Transfer station,-19.262706,146.740124
359,Jensen Landfill and Transfer Station,(07) 4773 8335,http://www.townsville.qld.gov.au,Townsville City Council,214 Geaney Lane,Deeragun,4818,Landfill,-19.254213,146.657983
360,Magnetic Island Landfill,(07) 4773 8335,http://www.townsville.qld.gov.au,Townsville City Council,33 Magnetic Street,Picnic Bay,4816,Landfill,-19.172985,146.840152
361,McCahills Earthmoving and Supplies Pty Ltd - Stuart,(07) 4778 1275,http://www.mccahillslandscapingsupplies.com.au,Townsville City Council,35 Vantassel Street,Stuart,4811,Organic processing,-19.338606,146.866305
362,Stuart Waste Disposal,(07) 4773 8335,http://www.townsville.qld.gov.au,Townsville City Council,24 Vantassel Street,Stuart,4811,Landfill,-19.339308,146.866201
363,The New Magnetic Island Waste Facility ,(07) 4773 8645,http://www.townsville.qld.gov.au,Townsville City Council,11-63 West Point Road,Magnetic Island,4818,Landfill,-19.170676,146.82844
364,Evan's Landing Landfill,(07) 4069 9991,http://www.riotintoalcan.com,Weipa Town Authority,Lot 186 Kerr Point Road,Weipa (Evan's Landing),4874,Landfill,-12.658967,141.837609
365,Bell Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Tip Road,Bell,4408,Landfill,-26.939766,151.431359
366,Burra Burri Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Burra Burri Creek Road,Chinchilla,4413,Landfill,-26.508935,150.968707
367,Chinchilla Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Slessar Street,Chinchilla,4413,Landfill,-26.741806,150.598833
368,Condamine Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Condamine/Roma Street,Condamine,4416,Landfill,-26.927378,150.127095
369,Dalby Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,18765 Warrego Highway,Dalby,4405,Landfill,-27.147752,151.208693
370,Drillham Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Warrego Highway,Drillham,4424,Landfill,-26.639954,149.973236
371,Dulacca Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,10 South Dulacca Road,Dulacca,4425,Landfill,-26.644396,149.746645
372,Glenmorgan Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Surat Development Road,Glenmorgan,4423,Landfill,-27.262487,149.658692
373,Jandowae Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Jandowae-Kingaroy Road,Jandowae,4410,Landfill,-26.751198,151.095315
374,Kaimkillenbun Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Towns Road,Kaimkillenbun,4406,Landfill,-27.056143,151.439796
375,Kogan Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Condamine Highway,Kogan,4406,Landfill,-27.029479,150.748859
376,Macalister Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Daandine - Macalister Road,Macalister,4406,Landfill,-27.046492,151.072881
377,Meandarra Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Meacle Street,Meandarra,4422,Landfill,-27.330177,149.882386
378,Miles Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Pound Road off Leichhardt Highway,Miles,4415,Landfill,-26.668966,150.182153
379,Tara Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Fry Street,Tara,4421,Landfill,-27.289242,150.460352
380,Wandoan Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Tip Road,Wandoan,4419,Landfill,-26.11019,149.971622
381,Warra Waste Disposal Facility,1300 268 624,http://www.wdrc.qld.gov.au,Western Downs Regional Council,Warrego Highway,Warra,4411,Landfill,-26.939414,150.921093
382,Bowen Landfill,(07) 4945 0266,http://www.whitsunday.qld.gov.au,Whitsunday Regional Council,908 Collinsville Road,Bowen,4805,Landfill,-20.073725,148.150838
383,Cannonvale Transfer Station,(07) 4945 0266,http://www.whitsunday.qld.gov.au,Whitsunday Regional Council,Carlo Drive,Cannonvale,4802,Transfer station,-20.283701,148.674623
384,Collinsville Transfer Station,(07) 4945 0266,http://www.whitsunday.qld.gov.au,Whitsunday Regional Council,155 Scottville Road (Cnr Cemetery Road),Collinsville,4804,Transfer station,-20.567329,147.836506
385,Kelsey Creek Landfill,(07) 4945 0266,http://www.whitsunday.qld.gov.au,Whitsunday Regional Council,79 Kelsey Creek Road,Proserpine,4800,Landfill,-20.3882,148.551396
386,Winton Landfill,(07) 4657 2666,http://www.winton.qld.gov.au,Winton Shire Council,Dump Road,Winton,4735,Landfill,-22.376141,143.0322
387,Woorabinda Aboriginal Shire Council,(07) 4925 9800,http://www.woorabinda.qld.gov.au,Woorabinda Aboriginal Shire Council,Baralaba Woorabinda  Road,Woorabinda,4713,Landfill,-24.15185,149.47907
388,Yarrabah Transfer Station,(07) 4056 9120,http://www.yarrabah.qld.gov.au,Yarrabah Aboriginal Shire Council,Workshop Road,Yarrabah,4871,Landfill,-16.910106,145.878565
